SKU,Barcode,Slug,Title,Status,Product Description,Stock Status,Quantity,Collections,Category,Sub Category,Settings/Size,Featured,Backorders allowed,Sold Individually,HUID,Min shipping days,Max shipping days,Metal Type,Metal Color,Gold Purity,Gold Gross,Gold Net,Silver Purity,Silver Gross,Silver Net,Platinum Purity,Platinum Gross,Platinum Net,Diamond From,Diamond Weight,Diamond Pieces,Diamond Type,Diamond Quality,Diamond Shapes,Diamond Cut,Custom Diamond Rate,Diamond Certified,Diamond Lab,Diamond Certificate ID,Gemstone From,Gemstone Quality,Gemstone Shape,Gemstone Type,Gemstone Size,Gemstone Pieces,Gemstone Weight,Custom Gemstone Rate,Gemstone Color,No. of Lines,Length,Closure Type,Pearl Type,Pearl Setting Type,Pearl Size,Pearl Pieces,Pearl Weight,Labour Type,Labour From,Per Gram,Wastage From,Wastage in (%),Minimum Making,Extra Charge Type,Extra Charge Value,SEO Title,SEO Description,SEO Keywords,Width (in mm),Height (in mm),Thickness (in mm),Tags,Gender,Ocassions,Manual Product Price (MRP),Sale Price,Automatic Price,Disable Customization,Upsell,Cross Sell,Images,Images Links,Video URL,Product Link,Rings Size,Bangles and Bracelet Size,Product Length
AIR-2289,,air-2289,AIR-2289,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.472,4.4,,,,,,,customize,0.360,9,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66850,,,,"AIR-2289,AIR-2289","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2289.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2289.jpg",,,,,
AIR-2291,,air-2291,AIR-2291,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.603,4.5,,,,,,,customize,0.514,23,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80467,,,,"AIR-2291,AIR-2291","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2291.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2291.jpg",,,,,
AIR-2283,,air-2283,AIR-2283,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.37,4.3,,,,,,,customize,0.348,6,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65018,,,,"AIR-2283,AIR-2283","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2283.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2283.jpg",,,,,
AIR-2247,,air-2247,AIR-2247,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.103,3,,,,,,,customize,0.516,26,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68019,,,,"AIR-2247,AIR-2247","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2247.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2247.jpg",,,,,
AIR-2240,,air-2240,AIR-2240,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.115,4,,,,,,,customize,0.577,41,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81484,,,,"AIR-2240,AIR-2240","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2240.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2240.jpg",,,,,
AIR-2223,,air-2223,AIR-2223,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,6.15,6,,,,,,,customize,0.750,1,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112651,,,,"AIR-2223,AIR-2223","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2223.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2223.jpg",,,,,
AIR-2224,,air-2224,AIR-2224,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.6,2.5,,,,,,,customize,0.500,1,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62490,,,,"AIR-2224,AIR-2224","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2224.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2224.jpg",,,,,
AIR-2219,,air-2219,AIR-2219,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.698,4.5,,,,,,,customize,0.990,53,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119949,,,,"AIR-2219,AIR-2219","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2219.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2219.jpg",,,,,
AIR-2213,,air-2213,AIR-2213,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.663,2.5,,,,,,,customize,0.814,63,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88539,,,,"AIR-2213,AIR-2213","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2213.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2213.jpg",,,,,
AIR-2212,,air-2212,AIR-2212,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.344,2.2,,,,,,,customize,0.720,27,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78217,,,,"AIR-2212,AIR-2212","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2212.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2212.jpg",,,,,
AIR-2214,,air-2214,AIR-2214,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.705,3.5,,,,,,,customize,1.026,57,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114526,,,,"AIR-2214,AIR-2214","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2214.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2214.jpg",,,,,
AIR-2216,,air-2216,AIR-2216,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.146,3,,,,,,,customize,0.730,27,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85771,,,,"AIR-2216,AIR-2216","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2216.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2216.jpg",,,,,
AIR-1721,,air-1721,AIR-1721,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,0.97,0.944,,,,,,,customize,0.130,15,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18719,,,,"AIR-1721,AIR-1721","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1721.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1721.jpg",,,,,
AIR-1720,,air-1720,AIR-1720,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.38,1.348,,,,,,,customize,0.160,23,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24604,,,,"AIR-1720,AIR-1720","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1720.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1720.jpg",,,,,
AIR-2211,,air-2211,AIR-2211,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.04,4,,,,,,,customize,0.200,20,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50216,,,,"AIR-2211,AIR-2211","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2211.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-2211.jpg",,,,,
AIR-1683,,air-1683,AIR-1683,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.631,1.6,,,,,,,customize,0.155,9,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26308,,,,"AIR-1683,AIR-1683","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1683.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1683.jpg",,,,,
AIR-1669,,,AIR-1669,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.13,1.094,,,,,,,customize,0.180,7,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,24127,,,,"AIR-1669,AIR-1669","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1669.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1669.jpg",,,,,
AIR-1702,,air-1702,AIR-1702,draft,,instock,1,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.23,1.196,,,,,,,customize,0.170,20,Natural,VS2-DE,Round,Good,78900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24156,,,,"AIR-1702,AIR-1702","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1702.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1702.jpg",,,,,
AIR-1005,,,AIR-1005,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,12.2,12,,,,,,,customize,1.000,1,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,183826,,,,"AIR-1005,AIR-1005","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1005.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1005.jpg",,,,,
AIR-1667,,,AIR-1667,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.509,1.5,,,,,,,customize,0.044,4,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,16262,,,,"AIR-1667,AIR-1667","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1667.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1667.jpg",,,,,
AIE-931,,,AIE-931,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,6.51,6.232,,,,,,,customize,1.390,94,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,167688,,,,"AIE-931,AIE-931","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-931.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-931.jpg",,,,,
AIE-994,,,AIE-994,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,5.181,4.85,,,,,,,customize,1.656,90,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,178131,,,,"AIE-994,AIE-994","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-994.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-994.jpg",,,,,
AIR-1239,,,AIR-1239,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.074,3,,,,,,,customize,0.371,40,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,55992,,,,"AIR-1239,AIR-1239","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1239.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIR-1239.jpg",,,,,
AIE-862,,,AIE-862,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.47,1.43,,,,,,,customize,0.200,12,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,28611,,,,"AIE-862,AIE-862","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-862.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-862.jpg",,,,,
AIE-870,,,AIE-870,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.36,3.2,,,,,,,customize,0.798,42,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,93098,,,,"AIE-870,AIE-870","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-870.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-870.jpg",,,,,
AIE-928,,,AIE-928,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,5.174,4.934,,,,,,,customize,1.200,130,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,141016,,,,"AIE-928,AIE-928","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-928.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-928.jpg",,,,,
AIE-711,,,AIE-711,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.14,2.076,,,,,,,customize,0.320,20,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,43995,,,,"AIE-711,AIE-711","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-711.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-711.jpg",,,,,
AIE-807,,,AIE-807,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.36,1.33,,,,,,,customize,0.150,12,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,23623,,,,"AIE-807,AIE-807","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-807.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-807.jpg",,,,,
AIE-710,,,AIE-710,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.11,2.058,,,,,,,customize,0.260,14,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,38867,,,,"AIE-710,AIE-710","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-710.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-710.jpg",,,,,
AIE-849,,,AIE-849,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.003,3.95,,,,,,,customize,0.264,22,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,55106,,,,"AIE-849,AIE-849","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-849.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-849.jpg",,,,,
AIE-692,,,AIE-692,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.83,2.764,,,,,,,customize,0.330,14,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,50608,,,,"AIE-692,AIE-692","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-692.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-692.jpg",,,,,
AIE-673,,,AIE-673,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.542,2.5,,,,,,,customize,0.210,14,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,38435,,,,"AIE-673,AIE-673","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-673.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-673.jpg",,,,,
AIE-677,,,AIE-677,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.076,3,,,,,,,customize,0.380,20,Natural,VS2-DE,Round,Good,78900,no,GIA,,master,,,,,,,,,,,,,,,,,master,gross,399,gross,10,,,,,,,0,0,0,,,,,,56740,,,,AIE-6771-1,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-6771-1.jpg,,,,,
AIE-690,,,AIE-690,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.77,1.732,,,,,,,customize,0.190,12,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,30320,,,,"AIE-690,AIE-690","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-690.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-690.jpg",,,,,
AIE-666,,,AIE-666,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.47,1.428,,,,,,,customize,0.210,14,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,29424,,,,"AIE-666,AIE-666","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-666.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-666.jpg",,,,,
AIE-591,,,AIE-591,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.555,2.2,,,,,,,customize,1.777,50,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,165891,,,,"AIE-591,AIE-591","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-591.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-591.jpg",,,,,
AIE-662,,,AIE-662,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.214,3.15,,,,,,,customize,0.318,18,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,52862,,,,"AIE-662,AIE-662","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-662.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-662.jpg",,,,,
AIE-670,,,AIE-670,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.162,3.1,,,,,,,customize,0.308,14,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,51611,,,,"AIE-670,AIE-670","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-670.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-670.jpg",,,,,
AIBG-1136,,,AIBG-1136,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,38.744,35,,,,,,,customize,18.720,104,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,1847021,,,,"AIBG-1136,AIBG-1136","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIBG-1136.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIBG-1136.jpg",,,,,
AIE-590,,,AIE-590,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.345,2.2,,,,,,,customize,0.726,38,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,78714,,,,"AIE-590,AIE-590","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-590.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-590.jpg",,,,,
AIE-1009,,,AIE-1009,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,1.032,1,,,,,,,customize,0.160,16,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,21678,,,,"AIE-1009,AIE-1009","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-1009.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIE-1009.jpg",,,,,
ACTM-73,,,ACTM-73,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,6.283,6.1,,,,,,,customize,0.914,124,Natural,VS2-DE,Round,Good,78900,no,GIA,,master,,,,,,,,,,,,,,,,,master,gross,399,gross,10,,,,,,,0,0,0,,,,,,127097,,,,ACTM-73-1,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-73-1.jpg,,,,,
AIBG-070,,,AIBG-070,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,35.924,34,,,,,,,customize,9.620,148,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,1083786,,,,"AIBG-070,AIBG-070","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIBG-070.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/AIBG-070.jpg",,,,,
ACTM-93,,,ACTM-93,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,2.913,2.8,,,,,,,customize,0.563,55,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,70242,,,,"ACTM-93,ACTM-93","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-93.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-93.jpg",,,,,
ACTM-85,,,ACTM-85,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,4.45,4.3,,,,,,,customize,0.751,85,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,98441,,,,"ACTM-85,ACTM-85","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-85.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-85.jpg",,,,,
ACTM-70,,,ACTM-70,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.643,3.5,,,,,,,customize,0.713,95,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,88569,,,,"ACTM-70,ACTM-70","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-70.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACTM-70.jpg",,,,,
ACLR-86,,,ACLR-86,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.097,3,,,,,,,customize,0.483,53,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,65288,,,,"ACLR-86,ACLR-86","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACLR-86.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACLR-86.jpg",,,,,
ACMR-499,,,ACMR-499,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,5.141,5,,,,,,,customize,0.707,94,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,100673,,,,"ACMR-499,ACMR-499","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACMR-499.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACMR-499.jpg",,,,,
ACNK-169,,,ACNK-169,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,16.204,16,,,,,,,customize,1.022,101,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,219276,,,,"ACNK-169,ACNK-169","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACNK-169.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACNK-169.jpg",,,,,
ACNKER-169,,,ACNKER-169,draft,,onbackorder,,"Diamond Jewellery,Gold Jewellery",BANGLE,,,,,,,5,10,gold,yellow,22KT,3.037,3,,,,,,,customize,0.184,22,Natural,VS2-DE,Round,Good,78900,,GIA,,,,,,,,,,,,,,,,,,,master,gross,,gross,,,,,,,,,,,,,,,,40484,,,,"ACNKER-169,ACNKER-169","https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACNKER-169.jpg,https://tiarabytj.com/wp-content/uploads/sites/27/2024/05/ACNKER-169.jpg",,,,,
